pID,Name,GenerationNumber,Species,PrimaryType,Height,Weight,PrimaryAbility,HP,Attack,Defense,SpecialAttack,SpecialDefense,Speed,CatchRate,BaseFriendship,BaseExperience,GrowthRate,PrimaryEggType,EggCycles
475,Gallade,4,Blade  ,Psychic,1.6,52.0,Steadfast,68,125,65,65,115,80,45.0,35.0,233.0,Slow,Amorphous,20.0
475,Mega Gallade,4,Blade  ,Psychic,1.6,56.4,Inner Focus,68,165,95,65,115,110,45.0,35.0,278.0,Slow,Amorphous,20.0
476,Probopass,4,Compass  ,Rock,1.4,340.0,Sturdy,60,55,145,75,150,40,60.0,70.0,184.0,Medium Fast,Mineral,20.0
477,Dusknoir,4,Gripper  ,Ghost,2.2,106.6,Pressure,45,100,135,65,135,45,45.0,35.0,236.0,Fast,Amorphous,25.0
478,Froslass,4,Snow Land  ,Ice,1.3,26.6,Snow Cloak,70,80,70,80,70,110,75.0,70.0,168.0,Medium Fast,Fairy,20.0
479,Rotom,4,Plasma  ,Electric,0.3,0.3,Levitate,50,50,77,95,77,91,45.0,70.0,154.0,Medium Fast,Amorphous,20.0
479,Heat Rotom,4,Plasma  ,Electric,0.3,0.3,Levitate,50,65,107,105,107,86,45.0,70.0,182.0,Medium Fast,Amorphous,20.0
479,Wash Rotom,4,Plasma  ,Electric,0.3,0.3,Levitate,50,65,107,105,107,86,45.0,70.0,182.0,Medium Fast,Amorphous,20.0
479,Frost Rotom,4,Plasma  ,Electric,0.3,0.3,Levitate,50,65,107,105,107,86,45.0,70.0,182.0,Medium Fast,Amorphous,20.0
479,Fan Rotom,4,Plasma  ,Electric,0.3,0.3,Levitate,50,65,107,105,107,86,45.0,70.0,182.0,Medium Fast,Amorphous,20.0
479,Mow Rotom,4,Plasma  ,Electric,0.3,0.3,Levitate,50,65,107,105,107,86,45.0,70.0,182.0,Medium Fast,Amorphous,20.0
480,Uxie,4,Knowledge  ,Psychic,0.3,0.3,Levitate,75,75,130,75,130,95,3.0,140.0,261.0,Slow,Undiscovered,80.0
481,Mesprit,4,Emotion  ,Psychic,0.3,0.3,Levitate,80,105,105,105,105,80,3.0,140.0,261.0,Slow,Undiscovered,80.0
482,Azelf,4,Willpower  ,Psychic,0.3,0.3,Levitate,75,125,70,125,70,115,3.0,140.0,261.0,Slow,Undiscovered,80.0
483,Dialga,4,Temporal  ,Steel,5.4,683.0,Pressure,100,120,120,150,100,90,3.0,0.0,306.0,Slow,Undiscovered,120.0
484,Palkia,4,Spatial  ,Water,4.2,336.0,Pressure,90,120,100,150,120,100,3.0,0.0,306.0,Slow,Undiscovered,120.0
485,Heatran,4,Lava Dome  ,Fire,1.7,430.0,Flash Fire,91,90,106,130,106,77,3.0,100.0,270.0,Slow,Undiscovered,10.0
486,Regigigas,4,Colossal  ,Normal,3.7,420.0,Slow Start,110,160,110,80,110,100,3.0,0.0,302.0,Slow,Undiscovered,120.0
487,Giratina Altered Forme,4,Renegade  ,Ghost,4.5,750.0,Pressure,150,100,120,100,120,90,3.0,0.0,306.0,Slow,Undiscovered,120.0
487,Giratina Origin Forme,4,Renegade  ,Ghost,6.9,650.0,Levitate,150,120,100,120,100,90,3.0,0.0,306.0,Slow,Undiscovered,120.0
488,Cresselia,4,Lunar  ,Psychic,1.5,85.6,Levitate,120,70,120,75,130,85,3.0,100.0,270.0,Slow,Undiscovered,120.0
489,Phione,4,Sea Drifter  ,Water,0.4,3.1,Hydration,80,80,80,80,80,80,30.0,70.0,216.0,Slow,Fairy,40.0
490,Manaphy,4,Seafaring  ,Water,0.3,1.4,Hydration,100,100,100,100,100,100,3.0,70.0,270.0,Slow,Fairy,10.0
491,Darkrai,4,Pitch-Black  ,Dark,1.5,50.5,Bad Dreams,70,90,90,135,90,125,3.0,0.0,270.0,Slow,Undiscovered,120.0
492,Shaymin Land Forme,4,Gratitude  ,Grass,0.2,2.1,Natural Cure,100,100,100,100,100,100,45.0,100.0,270.0,Medium Slow,Undiscovered,120.0
492,Shaymin Sky Forme,4,Gratitude  ,Grass,0.4,5.2,Serene Grace,100,103,75,120,75,127,45.0,100.0,270.0,Medium Slow,Undiscovered,120.0
493,Arceus,4,Alpha  ,Normal,3.2,320.0,Multitype,120,120,120,120,120,120,3.0,0.0,324.0,Slow,Undiscovered,120.0
494,Victini,5,Victory  ,Psychic,0.4,4.0,Victory Star,100,100,100,100,100,100,3.0,100.0,270.0,Slow,Undiscovered,120.0
495,Snivy,5,Grass Snake  ,Grass,0.6,8.1,Overgrow,45,45,55,45,55,63,45.0,70.0,62.0,Medium Slow,Field,20.0
496,Servine,5,Grass Snake  ,Grass,0.8,16.0,Overgrow,60,60,75,60,75,83,45.0,70.0,145.0,Medium Slow,Field,20.0
497,Serperior,5,Regal  ,Grass,3.3,63.0,Overgrow,75,75,95,75,95,113,45.0,70.0,238.0,Medium Slow,Field,20.0
498,Tepig,5,Fire Pig  ,Fire,0.5,9.9,Blaze,65,63,45,45,45,45,45.0,70.0,62.0,Medium Slow,Field,20.0
499,Pignite,5,Fire Pig  ,Fire,1.0,55.5,Blaze,90,93,55,70,55,55,45.0,70.0,146.0,Medium Slow,Field,20.0
500,Emboar,5,Mega Fire Pig  ,Fire,1.6,150.0,Blaze,110,123,65,100,65,65,45.0,70.0,238.0,Medium Slow,Field,20.0
501,Oshawott,5,Sea Otter  ,Water,0.5,5.9,Torrent,55,55,45,63,45,45,45.0,70.0,62.0,Medium Slow,Field,20.0
502,Dewott,5,Discipline  ,Water,0.8,24.5,Torrent,75,75,60,83,60,60,45.0,70.0,145.0,Medium Slow,Field,20.0
503,Samurott,5,Formidable  ,Water,1.5,94.6,Torrent,95,100,85,108,70,70,45.0,70.0,238.0,Medium Slow,Field,20.0
504,Patrat,5,Scout  ,Normal,0.5,11.6,Run Away,45,55,39,35,39,42,255.0,70.0,51.0,Medium Fast,Field,15.0
505,Watchog,5,Lookout  ,Normal,1.1,27.0,Illuminate,60,85,69,60,69,77,255.0,70.0,147.0,Medium Fast,Field,20.0
506,Lillipup,5,Puppy  ,Normal,0.4,4.1,Vital Spirit,45,60,45,25,45,55,255.0,70.0,55.0,Medium Slow,Field,15.0
507,Herdier,5,Loyal Dog  ,Normal,0.9,14.7,Intimidate,65,80,65,35,65,60,120.0,70.0,130.0,Medium Slow,Field,15.0
508,Stoutland,5,Big-Hearted  ,Normal,1.2,61.0,Intimidate,85,110,90,45,90,80,45.0,70.0,225.0,Medium Slow,Field,15.0
509,Purrloin,5,Devious  ,Dark,0.4,10.1,Limber,41,50,37,50,37,66,255.0,70.0,56.0,Medium Fast,Field,20.0
510,Liepard,5,Cruel  ,Dark,1.1,37.5,Limber,64,88,50,88,50,106,90.0,70.0,156.0,Medium Fast,Field,20.0
511,Pansage,5,Grass Monkey  ,Grass,0.6,10.5,Gluttony,50,53,48,53,48,64,190.0,70.0,63.0,Medium Fast,Field,20.0
512,Simisage,5,Thorn Monkey  ,Grass,1.1,30.5,Gluttony,75,98,63,98,63,101,75.0,70.0,174.0,Medium Fast,Field,20.0
513,Pansear,5,High Temp  ,Fire,0.6,11.0,Gluttony,50,53,48,53,48,64,190.0,70.0,63.0,Medium Fast,Field,20.0
514,Simisear,5,Ember  ,Fire,1.0,28.0,Gluttony,75,98,63,98,63,101,75.0,70.0,174.0,Medium Fast,Field,20.0
515,Panpour,5,Spray  ,Water,0.6,13.5,Gluttony,50,53,48,53,48,64,190.0,70.0,63.0,Medium Fast,Field,20.0
516,Simipour,5,Geyser  ,Water,1.0,29.0,Gluttony,75,98,63,98,63,101,75.0,70.0,174.0,Medium Fast,Field,20.0
517,Munna,5,Dream Eater  ,Psychic,0.6,23.3,Forewarn,76,25,45,67,55,24,190.0,70.0,58.0,Fast,Field,10.0
518,Musharna,5,Drowsing  ,Psychic,1.1,60.5,Forewarn,116,55,85,107,95,29,75.0,70.0,170.0,Fast,Field,10.0
519,Pidove,5,Tiny Pigeon  ,Normal,0.3,2.1,Big Pecks,50,55,50,36,30,43,255.0,70.0,53.0,Medium Slow,Flying,15.0
520,Tranquill,5,Wild Pigeon  ,Normal,0.6,15.0,Big Pecks,62,77,62,50,42,65,120.0,70.0,125.0,Medium Slow,Flying,15.0
521,Unfezant,5,Proud  ,Normal,1.2,29.0,Big Pecks,80,115,80,65,55,93,45.0,70.0,220.0,Medium Slow,Flying,15.0
522,Blitzle,5,Electrified  ,Electric,0.8,29.8,Lightning Rod,45,60,32,50,32,76,190.0,70.0,59.0,Medium Fast,Field,20.0
523,Zebstrika,5,Thunderbolt  ,Electric,1.6,79.5,Lightning Rod,75,100,63,80,63,116,75.0,70.0,174.0,Medium Fast,Field,20.0
524,Roggenrola,5,Mantle  ,Rock,0.4,18.0,Sturdy,55,75,85,25,25,15,255.0,70.0,56.0,Medium Slow,Mineral,15.0
525,Boldore,5,Ore  ,Rock,0.9,102.0,Sturdy,70,105,105,50,40,20,120.0,70.0,137.0,Medium Slow,Mineral,15.0
526,Gigalith,5,Compressed  ,Rock,1.7,260.0,Sturdy,85,135,130,60,80,25,45.0,70.0,232.0,Medium Slow,Mineral,15.0
527,Woobat,5,Bat  ,Psychic,0.4,2.1,Unaware,65,45,43,55,43,72,190.0,70.0,65.0,Medium Fast,Field,15.0
528,Swoobat,5,Courting  ,Psychic,0.9,10.5,Unaware,67,57,55,77,55,114,45.0,70.0,149.0,Medium Fast,Field,15.0
529,Drilbur,5,Mole  ,Ground,0.3,8.5,Sand Rush,60,85,40,30,45,68,120.0,70.0,66.0,Medium Fast,Field,20.0
530,Excadrill,5,Subterrene  ,Ground,0.7,40.4,Sand Rush,110,135,60,50,65,88,60.0,70.0,178.0,Medium Fast,Field,20.0
531,Audino,5,Hearing  ,Normal,1.1,31.0,Healer,103,60,86,60,86,50,255.0,70.0,390.0,Fast,Fairy,20.0
531,Mega Audino,5,Hearing  ,Normal,1.5,32.0,Healer,103,60,126,80,126,50,255.0,70.0,425.0,Fast,Fairy,20.0
532,Timburr,5,Muscular  ,Fighting,0.6,12.5,Guts,75,80,55,25,35,35,180.0,70.0,61.0,Medium Slow,Human-Like,20.0
533,Gurdurr,5,Muscular  ,Fighting,1.2,40.0,Guts,85,105,85,40,50,40,90.0,70.0,142.0,Medium Slow,Human-Like,20.0
534,Conkeldurr,5,Muscular  ,Fighting,1.4,87.0,Guts,105,140,95,55,65,45,45.0,70.0,227.0,Medium Slow,Human-Like,20.0
535,Tympole,5,Tadpole  ,Water,0.5,4.5,Swift Swim,50,50,40,50,40,64,255.0,70.0,59.0,Medium Slow,Water 1,20.0
536,Palpitoad,5,Vibration  ,Water,0.8,17.0,Swift Swim,75,65,55,65,55,69,120.0,70.0,134.0,Medium Slow,Water 1,20.0
537,Seismitoad,5,Vibration  ,Water,1.5,62.0,Swift Swim,105,95,75,85,75,74,45.0,70.0,229.0,Medium Slow,Water 1,20.0
538,Throh,5,Judo  ,Fighting,1.3,55.5,Guts,120,100,85,30,85,45,45.0,70.0,163.0,Medium Fast,Human-Like,20.0
539,Sawk,5,Karate  ,Fighting,1.4,51.0,Sturdy,75,125,75,30,75,85,45.0,70.0,163.0,Medium Fast,Human-Like,20.0
540,Sewaddle,5,Sewing  ,Bug,0.3,2.5,Swarm,45,53,70,40,60,42,255.0,70.0,62.0,Medium Slow,Bug,15.0
541,Swadloon,5,Leaf-Wrapped  ,Bug,0.5,7.3,Leaf Guard,55,63,90,50,80,42,120.0,70.0,133.0,Medium Slow,Bug,15.0
542,Leavanny,5,Nurturing  ,Bug,1.2,20.5,Swarm,75,103,80,70,80,92,45.0,70.0,225.0,Medium Slow,Bug,15.0
543,Venipede,5,Centipede  ,Bug,0.4,5.3,Poison Point,30,45,59,30,39,57,255.0,70.0,52.0,Medium Slow,Bug,15.0
544,Whirlipede,5,Curlipede  ,Bug,1.2,58.5,Poison Point,40,55,99,40,79,47,120.0,70.0,126.0,Medium Slow,Bug,15.0
545,Scolipede,5,Megapede  ,Bug,2.5,200.5,Poison Point,60,100,89,55,69,112,45.0,70.0,218.0,Medium Slow,Bug,20.0
546,Cottonee,5,Cotton Puff  ,Grass,0.3,0.6,Prankster,40,27,60,37,50,66,190.0,70.0,56.0,Medium Fast,Fairy,20.0
547,Whimsicott,5,Windveiled  ,Grass,0.7,6.6,Prankster,60,67,85,77,75,116,75.0,70.0,168.0,Medium Fast,Fairy,20.0
548,Petilil,5,Bulb  ,Grass,0.5,6.6,Chlorophyll,45,35,50,70,50,30,190.0,70.0,56.0,Medium Fast,Grass,20.0
549,Lilligant,5,Flowering  ,Grass,1.1,16.3,Chlorophyll,70,60,75,110,75,90,75.0,70.0,168.0,Medium Fast,Grass,20.0
550,Basculin Red-Striped Form,5,Hostile  ,Water,1.0,18.0,Reckless,70,92,65,80,55,98,25.0,70.0,161.0,Medium Fast,Water 2,40.0
550,Basculin Blue-Striped Form,5,Hostile  ,Water,1.0,18.0,Rock Head,70,92,65,80,55,98,25.0,70.0,161.0,Medium Fast,Water 2,40.0
551,Sandile,5,Desert Croc  ,Ground,0.7,15.2,Intimidate,50,72,35,35,35,65,180.0,70.0,58.0,Medium Slow,Field,20.0
552,Krokorok,5,Desert Croc  ,Ground,1.0,33.4,Intimidate,60,82,45,45,45,74,90.0,70.0,123.0,Medium Slow,Field,20.0
553,Krookodile,5,Intimidation  ,Ground,1.5,96.3,Intimidate,95,117,80,65,70,92,45.0,70.0,234.0,Medium Slow,Field,20.0
554,Darumaka,5,Zen Charm  ,Fire,0.6,37.5,Hustle,70,90,45,15,45,50,120.0,70.0,63.0,Medium Slow,Field,20.0
554,Galarian Darumaka,5,Zen Charm  ,Ice,0.7,40.0,Hustle,70,90,45,15,45,50,,,,Medium Slow,Field,20.0
555,Darmanitan Standard Mode,5,Blazing  ,Fire,1.3,92.9,Sheer Force,105,140,55,30,55,95,60.0,70.0,168.0,Medium Slow,Field,20.0
555,Darmanitan Zen Mode,5,Blazing  ,Fire,1.3,92.9,Sheer Force,105,30,105,140,105,55,60.0,70.0,189.0,Medium Slow,Field,20.0
555,Darmanitan Galarian Standard Mode,5,Zen Charm  ,Ice,1.7,120.0,Gorilla Tactics,105,140,55,30,55,95,,,,Medium Slow,Field,20.0
555,Darmanitan Galarian Zen Mode,5,Zen Charm  ,Ice,1.7,120.0,Gorilla Tactics,105,160,55,30,55,135,,,,,,
556,Maractus,5,Cactus  ,Grass,1.0,28.0,Water Absorb,75,86,67,106,67,60,255.0,70.0,161.0,Medium Fast,Grass,20.0
557,Dwebble,5,Rock Inn  ,Bug,0.3,14.5,Sturdy,50,65,85,35,35,55,190.0,70.0,65.0,Medium Fast,Bug,20.0
558,Crustle,5,Stone Home  ,Bug,1.4,200.0,Sturdy,70,105,125,65,75,45,75.0,70.0,170.0,Medium Fast,Bug,20.0
559,Scraggy,5,Shedding  ,Dark,0.6,11.8,Shed Skin,50,75,70,35,70,48,180.0,35.0,70.0,Medium Fast,Dragon,15.0
560,Scrafty,5,Hoodlum  ,Dark,1.1,30.0,Shed Skin,65,90,115,45,115,58,90.0,70.0,171.0,Medium Fast,Dragon,15.0
561,Sigilyph,5,Avianoid  ,Psychic,1.4,14.0,Wonder Skin,72,58,80,103,80,97,45.0,70.0,172.0,Medium Fast,Flying,20.0
562,Yamask,5,Spirit  ,Ghost,0.5,1.5,Mummy,38,30,85,55,65,30,190.0,70.0,61.0,Medium Fast,Amorphous,25.0
562,Galarian Yamask,5,Spirit  ,Ground,0.5,1.5,Wandering Spirit,38,55,85,30,65,30,,,,Medium Fast,Amorphous,25.0
563,Cofagrigus,5,Coffin  ,Ghost,1.7,76.5,Mummy,58,50,145,95,105,30,90.0,70.0,169.0,Medium Fast,Amorphous,25.0
564,Tirtouga,5,Prototurtle  ,Water,0.7,16.5,Solid Rock,54,78,103,53,45,22,45.0,70.0,71.0,Medium Fast,Water 1,30.0
565,Carracosta,5,Prototurtle  ,Water,1.2,81.0,Solid Rock,74,108,133,83,65,32,45.0,70.0,173.0,Medium Fast,Water 1,30.0
566,Archen,5,First Bird  ,Rock,0.5,9.5,Defeatist,55,112,45,74,45,70,45.0,70.0,71.0,Medium Fast,Flying,30.0
567,Archeops,5,First Bird  ,Rock,1.4,32.0,Defeatist,75,140,65,112,65,110,45.0,70.0,177.0,Medium Fast,Flying,30.0
568,Trubbish,5,Trash Bag  ,Poison,0.6,31.0,Stench,50,50,62,40,62,65,190.0,70.0,66.0,Medium Fast,Mineral,20.0
569,Garbodor,5,Trash Heap  ,Poison,1.9,107.3,Stench,80,95,82,60,82,75,60.0,70.0,166.0,Medium Fast,Mineral,20.0
570,Zorua,5,Tricky Fox  ,Dark,0.7,12.5,Illusion,40,65,40,80,40,65,75.0,70.0,66.0,Medium Slow,Field,25.0
571,Zoroark,5,Illusion Fox  ,Dark,1.6,81.1,Illusion,60,105,60,120,60,105,45.0,70.0,179.0,Medium Slow,Field,20.0
572,Minccino,5,Chinchilla  ,Normal,0.4,5.8,Cute Charm,55,50,40,40,40,75,255.0,70.0,60.0,Fast,Field,15.0
573,Cinccino,5,Scarf  ,Normal,0.5,7.5,Cute Charm,75,95,60,65,60,115,60.0,70.0,165.0,Fast,Field,15.0
574,Gothita,5,Fixation  ,Psychic,0.4,5.8,Frisk,45,30,50,55,65,45,200.0,70.0,58.0,Medium Slow,Human-Like,20.0
575,Gothorita,5,Manipulate  ,Psychic,0.7,18.0,Frisk,60,45,70,75,85,55,100.0,70.0,137.0,Medium Slow,Human-Like,20.0
576,Gothitelle,5,Astral Body  ,Psychic,1.5,44.0,Frisk,70,55,95,95,110,65,50.0,70.0,221.0,Medium Slow,Human-Like,20.0
577,Solosis,5,Cell  ,Psychic,0.3,1.0,Overcoat,45,30,40,105,50,20,200.0,70.0,58.0,Medium Slow,Amorphous,20.0
578,Duosion,5,Mitosis  ,Psychic,0.6,8.0,Overcoat,65,40,50,125,60,30,100.0,70.0,130.0,Medium Slow,Amorphous,20.0
579,Reuniclus,5,Multiplying  ,Psychic,1.0,20.1,Overcoat,110,65,75,125,85,30,50.0,70.0,221.0,Medium Slow,Amorphous,20.0
580,Ducklett,5,Water Bird  ,Water,0.5,5.5,Keen Eye,62,44,50,44,50,55,190.0,70.0,61.0,Medium Fast,Flying,20.0
581,Swanna,5,White Bird  ,Water,1.3,24.2,Keen Eye,75,87,63,87,63,98,45.0,70.0,166.0,Medium Fast,Flying,20.0
582,Vanillite,5,Fresh Snow  ,Ice,0.4,5.7,Ice Body,36,50,50,65,60,44,255.0,70.0,61.0,Slow,Mineral,20.0
583,Vanillish,5,Icy Snow  ,Ice,1.1,41.0,Ice Body,51,65,65,80,75,59,120.0,70.0,138.0,Slow,Mineral,20.0
584,Vanilluxe,5,Snowstorm  ,Ice,1.3,57.5,Ice Body,71,95,85,110,95,79,45.0,70.0,241.0,Slow,Mineral,20.0
585,Deerling,5,Season  ,Normal,0.6,19.5,Chlorophyll,60,60,50,40,50,75,190.0,70.0,67.0,Medium Fast,Field,20.0
586,Sawsbuck,5,Season  ,Normal,1.9,92.5,Chlorophyll,80,100,70,60,70,95,75.0,70.0,166.0,Medium Fast,Field,20.0
587,Emolga,5,Sky Squirrel  ,Electric,0.4,5.0,Static,55,75,60,75,60,103,200.0,70.0,150.0,Medium Fast,Field,20.0
588,Karrablast,5,Clamping  ,Bug,0.5,5.9,Swarm,50,75,45,40,45,60,200.0,70.0,63.0,Medium Fast,Bug,15.0
589,Escavalier,5,Cavalry  ,Bug,1.0,33.0,Swarm,70,135,105,60,105,20,75.0,70.0,173.0,Medium Fast,Bug,15.0
590,Foongus,5,Mushroom  ,Grass,0.2,1.0,Effect Spore,69,55,45,55,55,15,190.0,70.0,59.0,Medium Fast,Grass,20.0
591,Amoonguss,5,Mushroom  ,Grass,0.6,10.5,Effect Spore,114,85,70,85,80,30,75.0,70.0,162.0,Medium Fast,Grass,20.0
592,Frillish,5,Floating  ,Water,1.2,33.0,Water Absorb,55,40,50,65,85,40,190.0,70.0,67.0,Medium Fast,Amorphous,20.0
593,Jellicent,5,Floating  ,Water,2.2,135.0,Water Absorb,100,60,70,85,105,60,60.0,70.0,168.0,Medium Fast,Amorphous,20.0
594,Alomomola,5,Caring  ,Water,1.2,31.6,Healer,165,75,80,40,45,65,75.0,70.0,165.0,Fast,Water 1,40.0
595,Joltik,5,Attaching  ,Bug,0.1,0.6,Compound Eyes,50,47,50,57,50,65,190.0,70.0,64.0,Medium Fast,Bug,20.0
596,Galvantula,5,EleSpider  ,Bug,0.8,14.3,Compound Eyes,70,77,60,97,60,108,75.0,70.0,165.0,Medium Fast,Bug,20.0
597,Ferroseed,5,Thorn Seed  ,Grass,0.6,18.8,Iron Barbs,44,50,91,24,86,10,255.0,70.0,61.0,Medium Fast,Grass,20.0
598,Ferrothorn,5,Thorn Pod  ,Grass,1.0,110.0,Iron Barbs,74,94,131,54,116,20,90.0,70.0,171.0,Medium Fast,Grass,20.0
599,Klink,5,Gear  ,Steel,0.3,21.0,Plus,40,55,70,45,60,30,130.0,70.0,60.0,Medium Slow,Mineral,20.0
600,Klang,5,Gear  ,Steel,0.6,51.0,Plus,60,80,95,70,85,50,60.0,70.0,154.0,Medium Slow,Mineral,20.0
601,Klinklang,5,Gear  ,Steel,0.6,81.0,Plus,60,100,115,70,85,90,30.0,70.0,234.0,Medium Slow,Mineral,20.0
602,Tynamo,5,EleFish  ,Electric,0.2,0.3,Levitate,35,55,40,45,40,60,190.0,70.0,55.0,Slow,Amorphous,20.0
603,Eelektrik,5,EleFish  ,Electric,1.2,22.0,Levitate,65,85,70,75,70,40,60.0,70.0,142.0,Slow,Amorphous,20.0
604,Eelektross,5,EleFish  ,Electric,2.1,80.5,Levitate,85,115,80,105,80,50,30.0,70.0,232.0,Slow,Amorphous,20.0
605,Elgyem,5,Cerebral  ,Psychic,0.5,9.0,Telepathy,55,55,55,85,55,30,255.0,70.0,67.0,Medium Fast,Human-Like,20.0
606,Beheeyem,5,Cerebral  ,Psychic,1.0,34.5,Telepathy,75,75,75,125,95,40,90.0,70.0,170.0,Medium Fast,Human-Like,20.0
607,Litwick,5,Candle  ,Ghost,0.3,3.1,Flash Fire,50,30,55,65,55,20,190.0,70.0,55.0,Medium Slow,Amorphous,20.0
608,Lampent,5,Lamp  ,Ghost,0.6,13.0,Flash Fire,60,40,60,95,60,55,90.0,70.0,130.0,Medium Slow,Amorphous,20.0
609,Chandelure,5,Luring  ,Ghost,1.0,34.3,Flash Fire,60,55,90,145,90,80,45.0,70.0,234.0,Medium Slow,Amorphous,20.0
610,Axew,5,Tusk  ,Dragon,0.6,18.0,Rivalry,46,87,60,30,40,57,75.0,35.0,64.0,Slow,Dragon,40.0
611,Fraxure,5,Axe Jaw  ,Dragon,1.0,36.0,Rivalry,66,117,70,40,50,67,60.0,35.0,144.0,Slow,Dragon,40.0
612,Haxorus,5,Axe Jaw  ,Dragon,1.8,105.5,Rivalry,76,147,90,60,70,97,45.0,35.0,243.0,Slow,Dragon,40.0
613,Cubchoo,5,Chill  ,Ice,0.5,8.5,Snow Cloak,55,70,40,60,40,40,120.0,70.0,61.0,Medium Fast,Field,20.0
614,Beartic,5,Freezing  ,Ice,2.6,260.0,Snow Cloak,95,130,80,70,80,50,60.0,70.0,177.0,Medium Fast,Field,20.0
615,Cryogonal,5,Crystallizing  ,Ice,1.1,148.0,Levitate,80,50,50,95,135,105,25.0,70.0,180.0,Medium Fast,Mineral,25.0
616,Shelmet,5,Snail  ,Bug,0.4,7.7,Hydration,50,40,85,40,65,25,200.0,70.0,61.0,Medium Fast,Bug,15.0
617,Accelgor,5,Shell Out  ,Bug,0.8,25.3,Hydration,80,70,40,100,60,145,75.0,70.0,173.0,Medium Fast,Bug,15.0
618,Stunfisk,5,Trap  ,Ground,0.7,11.0,Static,109,66,84,81,99,32,75.0,70.0,165.0,Medium Fast,Amorphous,20.0
618,Galarian Stunfisk,5,Trap  ,Ground,0.7,20.5,Mimicry,109,81,99,66,84,32,,,,Medium Fast,Amorphous,20.0
619,Mienfoo,5,Martial Arts  ,Fighting,0.9,20.0,Inner Focus,45,85,50,55,50,65,180.0,70.0,70.0,Medium Slow,Field,25.0
620,Mienshao,5,Martial Arts  ,Fighting,1.4,35.5,Inner Focus,65,125,60,95,60,105,45.0,70.0,179.0,Medium Slow,Field,25.0
621,Druddigon,5,Cave  ,Dragon,1.6,139.0,Rough Skin,77,120,90,60,90,48,45.0,70.0,170.0,Medium Fast,Dragon,30.0
622,Golett,5,Automaton  ,Ground,1.0,92.0,Iron Fist,59,74,50,35,50,35,190.0,70.0,61.0,Medium Fast,Mineral,25.0
623,Golurk,5,Automaton  ,Ground,2.8,330.0,Iron Fist,89,124,80,55,80,55,90.0,70.0,169.0,Medium Fast,Mineral,25.0
624,Pawniard,5,Sharp Blade  ,Dark,0.5,10.2,Defiant,45,85,70,40,40,60,120.0,35.0,68.0,Medium Fast,Human-Like,20.0
625,Bisharp,5,Sword Blade  ,Dark,1.6,70.0,Defiant,65,125,100,60,70,70,45.0,35.0,172.0,Medium Fast,Human-Like,20.0
626,Bouffalant,5,Bash Buffalo  ,Normal,1.6,94.6,Reckless,95,110,95,40,95,55,45.0,70.0,172.0,Medium Fast,Field,20.0
627,Rufflet,5,Eaglet  ,Normal,0.5,10.5,Keen Eye,70,83,50,37,50,60,190.0,70.0,70.0,Slow,Flying,20.0
628,Braviary,5,Valiant  ,Normal,1.5,41.0,Keen Eye,100,123,75,57,75,80,60.0,70.0,179.0,Slow,Flying,20.0
629,Vullaby,5,Diapered  ,Dark,0.5,9.0,Big Pecks,70,55,75,45,65,60,190.0,35.0,74.0,Slow,Flying,20.0
630,Mandibuzz,5,Bone Vulture  ,Dark,1.2,39.5,Big Pecks,110,65,105,55,95,80,60.0,35.0,179.0,Slow,Flying,20.0
631,Heatmor,5,Anteater  ,Fire,1.4,58.0,Gluttony,85,97,66,105,66,65,90.0,70.0,169.0,Medium Fast,Field,20.0
632,Durant,5,Iron Ant  ,Bug,0.3,33.0,Swarm,58,109,112,48,48,109,90.0,70.0,169.0,Medium Fast,Bug,20.0
633,Deino,5,Irate  ,Dark,0.8,17.3,Hustle,52,65,50,45,50,38,45.0,35.0,60.0,Slow,Dragon,40.0
634,Zweilous,5,Hostile  ,Dark,1.4,50.0,Hustle,72,85,70,65,70,58,45.0,35.0,147.0,Slow,Dragon,40.0
635,Hydreigon,5,Brutal  ,Dark,1.8,160.0,Levitate,92,105,90,125,90,98,45.0,35.0,270.0,Slow,Dragon,40.0
636,Larvesta,5,Torch  ,Bug,1.1,28.8,Flame Body,55,85,55,50,55,60,45.0,70.0,72.0,Slow,Bug,40.0
637,Volcarona,5,Sun  ,Bug,1.6,46.0,Flame Body,85,60,65,135,105,100,15.0,70.0,248.0,Slow,Bug,40.0
638,Cobalion,5,Iron Will  ,Steel,2.1,250.0,Justified,91,90,129,90,72,108,3.0,35.0,261.0,Slow,Undiscovered,80.0
639,Terrakion,5,Cavern  ,Rock,1.9,260.0,Justified,91,129,90,72,90,108,3.0,35.0,261.0,Slow,Undiscovered,80.0
640,Virizion,5,Grassland  ,Grass,2.0,200.0,Justified,91,90,72,90,129,108,3.0,35.0,261.0,Slow,Undiscovered,80.0
641,Tornadus Incarnate Forme,5,Cyclone  ,Flying,1.5,63.0,Prankster,79,115,70,125,80,111,3.0,90.0,261.0,Slow,Undiscovered,120.0
641,Tornadus Therian Forme,5,Cyclone  ,Flying,1.4,63.0,Regenerator,79,100,80,110,90,121,3.0,90.0,261.0,Slow,Undiscovered,120.0
642,Thundurus Incarnate Forme,5,Bolt Strike  ,Electric,1.5,61.0,Prankster,79,115,70,125,80,111,3.0,90.0,261.0,Slow,Undiscovered,120.0
